corpus_id,tier,title,target_supervisor,year,journal,section,paragraph_count,word_count,mean_words_per_paragraph,sentences_per_paragraph,sentence_count,mean_words_per_sentence,citation_count,mean_citations_per_paragraph,first_citation_paragraph,first_explicit_limitation_paragraph,proposed_method_intro_paragraph,contribution_location_paragraph,contribution_list_form,contribution_item_count_proxy,first_person_count,hedge_count,passive_proxy_count,passive_proxy_per_100_sentences,transition_counts,role_sequence_proxy,related_work_organization_proxy,related_work_mode_proxy,limitation_expression_count,comparison_language_count,section_file
T1_2023_TAI_THREE_PRIOR_SR,Tier 1,Ultralight-Weight Three-Prior Convolutional Neural Network for Single Image Super Resolution,both,2023,IEEE Transactions on Artificial Intelligence,introduction,5,2433,486.60,14.60,73,33.33,73,14.60,1,1,1,5,itemized,3,4,13,45,61.64,however=4; therefore=2; although=2; while=2; specifically=3; finally=1,broad application context+practical importance+technical challenge > unlabeled > broad application context+practical importance+technical challenge > unlabeled > broad application context+practical importance+technical challenge,not applicable,critical/comparative,31,4,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2023_TAI_THREE_PRIOR_SR__introduction.txt
T1_2023_TAI_THREE_PRIOR_SR,Tier 1,Ultralight-Weight Three-Prior Convolutional Neural Network for Single Image Super Resolution,both,2023,IEEE Transactions on Artificial Intelligence,integrated_prior_work,3,2415,805.00,23.67,71,34.01,73,24.33,1,1,1,3,prose,0,4,13,45,63.38,however=4; therefore=2; although=2; while=2; specifically=3; finally=1,category introduction+representative methods+strengths > category introduction+representative methods+strengths > category introduction+representative methods+strengths,method-family,critical/comparative,31,4,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2023_TAI_THREE_PRIOR_SR__integrated_prior_work.txt
T1_2023_TAI_THREE_PRIOR_SR,Tier 1,Ultralight-Weight Three-Prior Convolutional Neural Network for Single Image Super Resolution,both,2023,IEEE Transactions on Artificial Intelligence,contributions,1,530,530.00,13.00,13,40.77,8,8.00,1,1,0,1,prose,0,1,1,14,107.69,specifically=1; finally=1,broad application context+practical importance+technical challenge,not applicable,critical/comparative,7,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2023_TAI_THREE_PRIOR_SR__contributions.txt
T1_2023_TAI_THREE_PRIOR_SR,Tier 1,Ultralight-Weight Three-Prior Convolutional Neural Network for Single Image Super Resolution,both,2023,IEEE Transactions on Artificial Intelligence,method_overview,25,4057,162.28,7.00,175,23.18,37,1.48,2,1,1,0,itemized,2,48,10,65,37.14,however=2; therefore=2; in addition=1; whereas=3; in contrast=1; specifically=3; finally=3; in view of this=1,representative prior progress+unresolved limitation+proposed direction > technical challenge+representative prior progress+unresolved limitation > unlabeled > representative prior progress+method summary > representative prior progress+unresolved limitation+proposed direction > technical challenge+representative prior progress+unresolved limitation > unlabeled > method summary > representative prior progress+method summary > representative prior progress+method summary > unlabeled > representative prior progress+unresolved limitation+method summary,not applicable,critical/comparative,36,5,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2023_TAI_THREE_PRIOR_SR__method_overview.txt
T1_2023_TAI_THREE_PRIOR_SR,Tier 1,Ultralight-Weight Three-Prior Convolutional Neural Network for Single Image Super Resolution,both,2023,IEEE Transactions on Artificial Intelligence,conclusion,3,1048,349.33,52.67,158,6.63,18,6.00,1,1,1,0,not reported,0,9,2,12,7.59,specifically=1,practical importance+technical challenge+representative prior progress > unlabeled > representative prior progress+unresolved limitation+method summary,not applicable,critical/comparative,7,2,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2023_TAI_THREE_PRIOR_SR__conclusion.txt
T1_2021_TCI_SRNSSI,Tier 1,SRNSSI: A Deep Light-Weight Network for Single Image Super Resolution Using Spatial and Spectral Information,both,2021,IEEE Transactions on Computational Imaging,introduction,4,1001,250.25,9.50,38,26.34,23,5.75,1,1,0,0,not reported,0,0,4,13,34.21,however=3; therefore=1; although=1; finally=1,broad application context+practical importance+technical challenge > unlabeled > unlabeled > technical challenge+representative prior progress+unresolved limitation,not applicable,critical/comparative,6,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TCI_SRNSSI__introduction.txt
T1_2021_TCI_SRNSSI,Tier 1,SRNSSI: A Deep Light-Weight Network for Single Image Super Resolution Using Spatial and Spectral Information,both,2021,IEEE Transactions on Computational Imaging,related_work,5,1173,234.60,8.20,41,28.61,17,3.40,2,1,0,0,not reported,0,1,1,14,34.15,however=3; in addition=1; whereas=1,category introduction+representative methods+weaknesses > category introduction+representative methods+strengths > representative methods > representative methods+comparison > category introduction+representative methods+weaknesses,method-family,critical/comparative,5,2,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TCI_SRNSSI__related_work.txt
T1_2021_TCI_SRNSSI,Tier 1,SRNSSI: A Deep Light-Weight Network for Single Image Super Resolution Using Spatial and Spectral Information,both,2021,IEEE Transactions on Computational Imaging,integrated_prior_work,4,1121,280.25,9.50,38,29.50,17,4.25,1,1,0,0,not reported,0,0,1,13,34.21,however=3; in addition=1; whereas=1,category introduction+representative methods+strengths > representative methods > representative methods+comparison > category introduction+representative methods+weaknesses,method-family,critical/comparative,4,2,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TCI_SRNSSI__integrated_prior_work.txt
T1_2021_TCI_SRNSSI,Tier 1,SRNSSI: A Deep Light-Weight Network for Single Image Super Resolution Using Spatial and Spectral Information,both,2021,IEEE Transactions on Computational Imaging,method_overview,20,3425,171.25,5.75,115,29.78,28,1.40,8,7,0,0,itemized,2,23,2,53,46.09,however=4; while=1; whereas=4; in contrast=2; finally=6,representative prior progress+method summary > method summary > unlabeled > representative prior progress+method summary > method summary > representative prior progress+method summary > representative prior progress+unresolved limitation+method summary > representative prior progress+method summary > practical importance+technical challenge+representative prior progress > representative prior progress+method summary > unlabeled > practical importance+technical challenge+representative prior progress,not applicable,critical/comparative,8,11,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TCI_SRNSSI__method_overview.txt
T1_2021_TCI_SRNSSI,Tier 1,SRNSSI: A Deep Light-Weight Network for Single Image Super Resolution Using Spatial and Spectral Information,both,2021,IEEE Transactions on Computational Imaging,conclusion,5,2079,415.80,83.40,417,4.99,45,9.00,1,3,1,5,prose,0,1,0,3,0.72,,broad application context+representative prior progress+proposed direction > unlabeled > broad application context+practical importance+technical challenge > representative prior progress+method summary > broad application context+representative prior progress+contributions,not applicable,descriptive,1,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TCI_SRNSSI__conclusion.txt
T1_2021_TBC_UPDRESNN,Tier 1,UPDResNN: A Deep Light-Weight Image Upsampling and Deblurring Residual Neural Network,both,2021,IEEE Transactions on Broadcasting,introduction,3,618,206.00,6.33,19,32.53,15,5.00,1,1,0,1,prose,0,1,1,16,84.21,however=1; therefore=1; finally=1,broad application context+practical importance+representative prior progress > representative prior progress+method summary > representative prior progress+method summary+paper organization,not applicable,comparative,1,2,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TBC_UPDRESNN__introduction.txt
T1_2021_TBC_UPDRESNN,Tier 1,UPDResNN: A Deep Light-Weight Image Upsampling and Deblurring Residual Neural Network,both,2021,IEEE Transactions on Broadcasting,related_work,2,689,344.50,12.50,25,27.56,9,4.50,1,2,0,0,not reported,0,1,1,13,52.00,however=1; although=1,category introduction+representative methods > category introduction+representative methods+strengths,method-family,critical/comparative,3,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TBC_UPDRESNN__related_work.txt
T1_2021_TBC_UPDRESNN,Tier 1,UPDResNN: A Deep Light-Weight Image Upsampling and Deblurring Residual Neural Network,both,2021,IEEE Transactions on Broadcasting,integrated_prior_work,1,545,545.00,21.00,21,25.95,8,8.00,1,1,0,0,not reported,0,0,1,10,47.62,however=1; although=1,category introduction+representative methods+strengths,method-family,critical/comparative,3,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TBC_UPDRESNN__integrated_prior_work.txt
T1_2021_TBC_UPDRESNN,Tier 1,UPDResNN: A Deep Light-Weight Image Upsampling and Deblurring Residual Neural Network,both,2021,IEEE Transactions on Broadcasting,contributions,1,488,488.00,15.00,15,32.53,14,14.00,1,1,0,1,prose,0,1,1,14,93.33,however=1; therefore=1,broad application context+practical importance+representative prior progress,not applicable,comparative,1,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TBC_UPDRESNN__contributions.txt
T1_2021_TBC_UPDRESNN,Tier 1,UPDResNN: A Deep Light-Weight Image Upsampling and Deblurring Residual Neural Network,both,2021,IEEE Transactions on Broadcasting,method_overview,15,1842,122.80,5.33,80,23.02,10,0.67,10,6,4,0,itemized,2,9,5,35,43.75,however=2; therefore=6; finally=6; in view of this=1,practical importance+representative prior progress+method summary > unlabeled > representative prior progress+method summary > practical importance+representative prior progress+proposed direction > practical importance+representative prior progress+research gap > practical importance+unresolved limitation+research gap > representative prior progress+method summary > method summary > unlabeled > representative prior progress+unresolved limitation+research gap > unlabeled > representative prior progress+method summary,not applicable,critical/comparative,3,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TBC_UPDRESNN__method_overview.txt
T1_2021_TBC_UPDRESNN,Tier 1,UPDResNN: A Deep Light-Weight Image Upsampling and Deblurring Residual Neural Network,both,2021,IEEE Transactions on Broadcasting,conclusion,1,384,384.00,14.00,14,27.43,1,1.00,1,1,1,0,not reported,0,4,0,10,71.43,therefore=2,practical importance+representative prior progress+unresolved limitation,not applicable,comparative,1,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2021_TBC_UPDRESNN__conclusion.txt
T1_2019_TIP_TCHEBICHEF_DENOISING,Tier 1,Tchebichef and Adaptive Steerable-Based Total Variation Model for Image Denoising,both,2019,IEEE Transactions on Image Processing,introduction,5,1276,255.20,14.80,74,17.24,22,4.40,1,4,4,0,itemized,2,11,7,21,28.38,however=2,unlabeled > broad application context+technical challenge+representative prior progress > broad application context > broad application context+practical importance+technical challenge > technical challenge+unresolved limitation+research gap,not applicable,critical/comparative,4,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2019_TIP_TCHEBICHEF_DENOISING__introduction.txt
T1_2019_TIP_TCHEBICHEF_DENOISING,Tier 1,Tchebichef and Adaptive Steerable-Based Total Variation Model for Image Denoising,both,2019,IEEE Transactions on Image Processing,integrated_prior_work,2,1068,534.00,30.50,61,17.51,20,10.00,1,2,2,0,not reported,0,10,7,18,29.51,however=1,category introduction+representative methods+strengths > representative methods+weaknesses+unresolved issue,method-family,descriptive,1,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2019_TIP_TCHEBICHEF_DENOISING__integrated_prior_work.txt
T1_2019_TIP_TCHEBICHEF_DENOISING,Tier 1,Tchebichef and Adaptive Steerable-Based Total Variation Model for Image Denoising,both,2019,IEEE Transactions on Image Processing,method_overview,41,4013,97.88,3.88,159,25.24,46,1.12,3,1,6,6,itemized,5,27,22,74,46.54,however=5; therefore=1; while=4; whereas=4,representative prior progress+unresolved limitation+research gap > unlabeled > broad application context+practical importance > unlabeled > unlabeled > practical importance+technical challenge+representative prior progress > broad application context+practical importance+technical challenge > broad application context > unlabeled > technical challenge+representative prior progress+unresolved limitation > unlabeled > unlabeled,not applicable,critical/comparative,23,5,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2019_TIP_TCHEBICHEF_DENOISING__method_overview.txt
T1_2019_TIP_TCHEBICHEF_DENOISING,Tier 1,Tchebichef and Adaptive Steerable-Based Total Variation Model for Image Denoising,both,2019,IEEE Transactions on Image Processing,conclusion,6,1719,286.50,92.50,555,3.10,65,10.83,1,1,0,0,itemized,2,0,2,2,0.36,however=1,practical importance+technical challenge+representative prior progress > broad application context > broad application context+practical importance+technical challenge > unlabeled > unlabeled > practical importance+representative prior progress+method summary,not applicable,critical/comparative,2,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2019_TIP_TCHEBICHEF_DENOISING__conclusion.txt
T2_AS2024_PATHOWAVE,Tier 2,PathoWAve: A Deep Learning-based Weight Averaging Method for Improving Domain Generalization in Histopathology Images,both,2024,arXiv preprint,introduction,9,2304,256.00,7.44,67,34.39,36,4.00,1,1,2,1,itemized,1,30,4,8,11.94,however=1; moreover=1; in addition=1; while=2; in contrast=1; specifically=2,broad application context+practical importance+technical challenge > technical challenge+representative prior progress+proposed direction > practical importance+technical challenge+unresolved limitation > unlabeled > broad application context+technical challenge+representative prior progress > broad application context+practical importance+technical challenge > broad application context+practical importance+technical challenge > technical challenge+representative prior progress+method summary > practical importance+technical challenge+representative prior progress,not applicable,critical/comparative,6,2,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2024_PATHOWAVE__introduction.txt
T2_AS2024_PATHOWAVE,Tier 2,PathoWAve: A Deep Learning-based Weight Averaging Method for Improving Domain Generalization in Histopathology Images,both,2024,arXiv preprint,integrated_prior_work,6,2225,370.83,10.83,65,34.23,36,6.00,1,1,0,1,prose,0,28,4,8,12.31,however=1; moreover=1; in addition=1; while=2; in contrast=1; specifically=1,category introduction+representative methods+strengths > representative methods+weaknesses > category introduction+representative methods+strengths > category introduction+representative methods+comparison > category introduction+representative methods+comparison > category introduction+representative methods+strengths,method-family,critical/comparative,5,2,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2024_PATHOWAVE__integrated_prior_work.txt
T2_AS2024_PATHOWAVE,Tier 2,PathoWAve: A Deep Learning-based Weight Averaging Method for Improving Domain Generalization in Histopathology Images,both,2024,arXiv preprint,contributions,1,237,237.00,9.00,9,26.33,6,6.00,1,1,0,1,prose,0,2,0,0,0.00,however=1,broad application context+practical importance+technical challenge,not applicable,critical/comparative,2,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2024_PATHOWAVE__contributions.txt
T2_AS2024_PATHOWAVE,Tier 2,PathoWAve: A Deep Learning-based Weight Averaging Method for Improving Domain Generalization in Histopathology Images,both,2024,arXiv preprint,conclusion,2,256,128.00,25.50,51,5.02,5,2.50,2,0,0,0,not reported,0,2,0,0,0.00,in addition=1,representative prior progress > practical importance+technical challenge+representative prior progress,not applicable,descriptive,0,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2024_PATHOWAVE__conclusion.txt
T2_AH2020_R_SPATIOGRAM_TRACKING,Tier 2,Applying R-spatiogram in Object Tracking for Occlusion Handling,M. O. Ahmad,2020,Signal & Image Processing: An International Journal,introduction,16,523,32.69,1.94,31,16.87,0,0.00,0,3,16,0,itemized,1,14,5,7,22.58,therefore=1; in addition=1,representative prior progress > unlabeled > technical challenge+representative prior progress+unresolved limitation > unlabeled > broad application context+representative prior progress > representative prior progress+method summary > technical challenge > unlabeled > broad application context > unlabeled > unlabeled > broad application context+representative prior progress,not applicable,critical/comparative,3,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AH2020_R_SPATIOGRAM_TRACKING__introduction.txt
T2_AH2020_R_SPATIOGRAM_TRACKING,Tier 2,Applying R-spatiogram in Object Tracking for Occlusion Handling,M. O. Ahmad,2020,Signal & Image Processing: An International Journal,integrated_prior_work,1,29,29.00,2.00,2,14.50,0,0.00,0,0,0,0,not reported,0,0,0,0,0.00,,category introduction,method-family,descriptive,0,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AH2020_R_SPATIOGRAM_TRACKING__integrated_prior_work.txt
T2_AS2018_VARIATIONAL_MIXED_NOISE,Tier 2,A Variational Step for Reduction of Mixed Gaussian-Impulse Noise from Images,both,2018,arXiv preprint / ICECE paper,introduction,2,471,235.50,8.50,17,27.71,14,7.00,1,1,2,0,not reported,0,2,8,10,58.82,whereas=1,technical challenge+representative prior progress+unresolved limitation > technical challenge+representative prior progress+proposed direction,not applicable,comparative,1,1,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2018_VARIATIONAL_MIXED_NOISE__introduction.txt
T2_AS2018_VARIATIONAL_MIXED_NOISE,Tier 2,A Variational Step for Reduction of Mixed Gaussian-Impulse Noise from Images,both,2018,arXiv preprint / ICECE paper,integrated_prior_work,2,471,235.50,8.50,17,27.71,14,7.00,1,1,2,0,not reported,0,2,8,10,58.82,whereas=1,category introduction+representative methods+weaknesses > category introduction+representative methods+positioning of present work,problem,comparative,1,1,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2018_VARIATIONAL_MIXED_NOISE__integrated_prior_work.txt
T2_AS2018_VARIATIONAL_MIXED_NOISE,Tier 2,A Variational Step for Reduction of Mixed Gaussian-Impulse Noise from Images,both,2018,arXiv preprint / ICECE paper,method_overview,13,1428,109.85,3.77,49,29.14,18,1.38,2,0,2,0,itemized,4,2,11,35,71.43,,practical importance+technical challenge+representative prior progress > technical challenge+representative prior progress+proposed direction > unlabeled > unlabeled > unlabeled > unlabeled > technical challenge+representative prior progress > technical challenge+representative prior progress+method summary > representative prior progress > technical challenge > representative prior progress > technical challenge,not applicable,descriptive,0,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2018_VARIATIONAL_MIXED_NOISE__method_overview.txt
T2_AS2018_VARIATIONAL_MIXED_NOISE,Tier 2,A Variational Step for Reduction of Mixed Gaussian-Impulse Noise from Images,both,2018,arXiv preprint / ICECE paper,conclusion,4,330,82.50,8.75,35,9.43,6,1.50,3,1,1,0,not reported,0,0,4,6,17.14,furthermore=1,technical challenge+representative prior progress+unresolved limitation > unlabeled > representative prior progress > broad application context+technical challenge+representative prior progress,not applicable,descriptive,1,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2018_VARIATIONAL_MIXED_NOISE__conclusion.txt
T2_AS2014_EURASIP_ECHO,Tier 2,Single-channel acoustic echo cancellation in noise based on gradient-based adaptive filtering,M. O. Ahmad,2014,EURASIP Journal on Audio Speech and Music Processing,introduction,11,1107,100.64,3.00,33,33.55,13,1.18,1,1,4,0,not reported,0,1,4,23,69.70,however=1; moreover=1; while=3; finally=1,broad application context+practical importance+technical challenge > unlabeled > unlabeled > broad application context+practical importance+technical challenge > technical challenge+representative prior progress+unresolved limitation > technical challenge > unlabeled > technical challenge+proposed direction+method summary > unlabeled > unlabeled > unlabeled,not applicable,critical/comparative,6,1,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2014_EURASIP_ECHO__introduction.txt
T2_AS2014_EURASIP_ECHO,Tier 2,Single-channel acoustic echo cancellation in noise based on gradient-based adaptive filtering,M. O. Ahmad,2014,EURASIP Journal on Audio Speech and Music Processing,integrated_prior_work,2,668,334.00,10.50,21,31.81,11,5.50,1,1,2,0,not reported,0,0,3,15,71.43,however=1; moreover=1; while=2; finally=1,category introduction+representative methods+weaknesses > category introduction+representative methods+weaknesses,problem,critical/comparative,2,1,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2014_EURASIP_ECHO__integrated_prior_work.txt
T2_AS2014_EURASIP_ECHO,Tier 2,Single-channel acoustic echo cancellation in noise based on gradient-based adaptive filtering,M. O. Ahmad,2014,EURASIP Journal on Audio Speech and Music Processing,method_overview,50,4933,98.66,2.60,130,37.95,11,0.22,4,4,0,0,not reported,0,1,60,117,90.00,however=2; therefore=1; moreover=3; although=1; while=3; finally=1,technical challenge+representative prior progress+method summary > representative prior progress+method summary > unlabeled > technical challenge+unresolved limitation+research gap > representative prior progress+method summary > technical challenge+unresolved limitation+research gap > unlabeled > technical challenge+representative prior progress+method summary > unlabeled > technical challenge > technical challenge+unresolved limitation+method summary > unlabeled,not applicable,critical/comparative,5,1,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2014_EURASIP_ECHO__method_overview.txt
T2_AS2014_EURASIP_ECHO,Tier 2,Single-channel acoustic echo cancellation in noise based on gradient-based adaptive filtering,M. O. Ahmad,2014,EURASIP Journal on Audio Speech and Music Processing,conclusion,5,417,83.40,4.00,20,20.85,0,0.00,0,1,1,0,itemized,1,1,3,6,30.00,moreover=1,technical challenge+unresolved limitation+proposed direction > practical importance+representative prior progress+method summary > unlabeled > technical challenge > unlabeled,not applicable,critical/comparative,2,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2014_EURASIP_ECHO__conclusion.txt
T2_AS2010_EURASIP_CEPSTRUM,Tier 2,A Ramp Cosine Cepstrum Model for the Parameter Estimation of Autoregressive Systems at Low SNR,M. O. Ahmad,2010,EURASIP Journal on Advances in Signal Processing,introduction,14,2339,167.07,5.14,72,32.49,3,0.21,6,5,5,0,not reported,0,14,42,63,87.50,however=2; therefore=1; although=1; in contrast=1; finally=1,technical challenge > unlabeled > technical challenge > unlabeled > technical challenge+unresolved limitation+proposed direction > technical challenge+unresolved limitation+research gap > technical challenge > unlabeled > technical challenge+representative prior progress+proposed direction > technical challenge+representative prior progress+unresolved limitation > unlabeled > technical challenge,not applicable,critical/comparative,7,1,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2010_EURASIP_CEPSTRUM__introduction.txt
T2_AS2010_EURASIP_CEPSTRUM,Tier 2,A Ramp Cosine Cepstrum Model for the Parameter Estimation of Autoregressive Systems at Low SNR,M. O. Ahmad,2010,EURASIP Journal on Advances in Signal Processing,integrated_prior_work,2,721,360.50,15.00,30,24.03,2,1.00,1,2,1,0,not reported,0,4,10,20,66.67,however=1; in contrast=1,representative methods+strengths+comparison > category introduction+representative methods+weaknesses,problem,critical/comparative,3,1,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_AS2010_EURASIP_CEPSTRUM__integrated_prior_work.txt
T2_SW2019_HEARING_AIDS,Tier 2,Sound Quality Improvement for Hearing Aids in Presence of Multiple Inputs,M. N. S. Swamy,2019,Circuits Systems and Signal Processing,introduction,5,844,168.80,7.40,37,22.81,3,0.60,1,1,1,0,not reported,0,5,9,16,43.24,however=3; therefore=1; moreover=1; in addition=1,practical importance+representative prior progress+unresolved limitation > practical importance > practical importance+proposed direction > unlabeled > method summary,not applicable,critical/comparative,6,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_SW2019_HEARING_AIDS__introduction.txt
T2_SW2019_HEARING_AIDS,Tier 2,Sound Quality Improvement for Hearing Aids in Presence of Multiple Inputs,M. N. S. Swamy,2019,Circuits Systems and Signal Processing,integrated_prior_work,1,373,373.00,16.00,16,23.31,3,3.00,1,1,1,0,not reported,0,0,8,9,56.25,however=3; moreover=1; in addition=1,representative methods+weaknesses+unresolved issue,problem,critical/comparative,6,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_SW2019_HEARING_AIDS__integrated_prior_work.txt
T2_SW2019_HEARING_AIDS,Tier 2,Sound Quality Improvement for Hearing Aids in Presence of Multiple Inputs,M. N. S. Swamy,2019,Circuits Systems and Signal Processing,method_overview,11,2043,185.73,6.18,68,30.04,0,0.00,0,3,11,0,not reported,0,8,19,42,61.76,however=4; while=1,practical importance+technical challenge > practical importance > technical challenge+unresolved limitation+research gap > unlabeled > practical importance+technical challenge+unresolved limitation > practical importance > practical importance+unresolved limitation+research gap > unlabeled > technical challenge+unresolved limitation+research gap > practical importance > practical importance+unresolved limitation+research gap,not applicable,critical/comparative,13,1,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_SW2019_HEARING_AIDS__method_overview.txt
T2_SW2019_HEARING_AIDS,Tier 2,Sound Quality Improvement for Hearing Aids in Presence of Multiple Inputs,M. N. S. Swamy,2019,Circuits Systems and Signal Processing,conclusion,20,2329,116.45,5.75,115,20.25,0,0.00,0,1,1,0,itemized,4,19,15,11,9.57,,practical importance+technical challenge+unresolved limitation > unlabeled > unlabeled > broad application context+technical challenge > practical importance+representative prior progress > representative prior progress > unresolved limitation > practical importance > unlabeled > unresolved limitation > unlabeled > unresolved limitation,not applicable,critical/comparative,9,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_SW2019_HEARING_AIDS__conclusion.txt
T2_SW2015_COSINE_TCHEBICHEF,Tier 2,A Comparison of Integer Cosine and Tchebichef Transforms for Image Compression Using Variable Quantization,M. N. S. Swamy,2015,Journal of Signal and Information Processing,introduction,12,175,14.58,0.92,11,15.91,2,0.17,9,0,0,0,not reported,0,0,3,3,27.27,,unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unlabeled,not applicable,descriptive,0,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_SW2015_COSINE_TCHEBICHEF__introduction.txt
T2_SW2013_FRONTIERS_SYNAPTIC,Tier 2,Inferring trial-to-trial excitatory and inhibitory synaptic inputs from membrane potential using Gaussian mixture Kalman filtering,M. N. S. Swamy,2013,Frontiers in Computational Neuroscience,introduction,86,2850,33.14,0.58,50,57.00,2,0.02,14,9,66,0,not reported,0,16,23,38,76.00,therefore=1; moreover=2; furthermore=1; although=1,unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unlabeled > unresolved limitation > unlabeled > unlabeled > unlabeled,not applicable,critical/comparative,2,0,papers/supervisor_style_corpus/rebuilt/sections/tier2/T2_SW2013_FRONTIERS_SYNAPTIC__introduction.txt
